
8 has 80
8 has 73
8 has 65
8 has 60
8 has 56
8 has 52
8 has 49
8 has 46
8 has 44
8 has 40
8 has 36
8 has 33
8 has 32
2 has 23
2 has 17
2 has 11
2 has 6
2 has 23
2 has 15
2 has 7
2 has 2
8 has 80
8 has 61
8 has 40
8 has 24
8 has 8
8 has 80
8 has 65
8 has 37
8 has 22
8 has 80
8 has 52
8 has 35
8 has 20
8 has 9
8 has 80
8 has 66
8 has 41
8 has 15
8 has 3
8 has 80
8 has 57
8 has 45
8 has 28
8 has 19
5 has 200
5 has 200
5 has 179
5 has 161
5 has 140
5 has 131
5 has 122
5 has 110
5 has 98
5 has 77
5 has 65
5 has 56
5 has 38
5 has 20
5 has 5
8 has 80
8 has 48
8 has 20
11 has 150
11 has 136
11 has 125
11 has 102
11 has 85
11 has 150
3 has 110
3 has 96
3 has 60
3 has 24
3 has 6
3 has 110
3 has 90
3 has 68
3 has 50
3 has 14
3 has 110
3 has 78
3 has 44
3 has 6
5 has 200
5 has 173
5 has 155
5 has 140
5 has 114
5 has 93
5 has 68
5 has 38
5 has 24
5 has 3
5 has 200
5 has 166
5 has 155
5 has 134
5 has 116
5 has 97
5 has 66
5 has 35
5 has 24
11 has 150
11 has 135
11 has 109
11 has 94
11 has 63
11 has 37
11 has 15
5 has 173
5 has 156
5 has 139
5 has 113
5 has 95
5 has 68
5 has 39
5 has 6
11 has 121
8 has 80
8 has 14
8 has 80
8 has 21
11 has 51
11 has 5
11 has 150
11 has 90
11 has 30
11 has 150
11 has 89
11 has 46
11 has 150
11 has 150
11 has 118
11 has 85
11 has 52
11 has 19
3 has 110
3 has 97
3 has 84
3 has 58
3 has 40
3 has 27
3 has 13
11 has 150
11 has 138
11 has 117
11 has 93
3 has 110
3 has 97
3 has 79
3 has 64
3 has 44
3 has 25
3 has 9
11 has 150
11 has 129
5 has 200
5 has 176
5 has 164
5 has 140
5 has 119
5 has 98
5 has 77
5 has 62
5 has 50
5 has 41
5 has 17
5 has 5
3 has 110
3 has 88
3 has 106
7 has 58
7 has 39
7 has 26
7 has 5
7 has 58
7 has 34
7 has 9
7 has 58
7 has 33
7 has 21
7 has 7
7 has 58
7 has 40
7 has 19
4 has 90
4 has 76
4 has 48
4 has 25
4 has 9
3 has 108
3 has 88
3 has 64
3 has 43
3 has 28
4 has 90
4 has 67
4 has 42
4 has 14
4 has 90
4 has 71
4 has 52
4 has 43
4 has 20
8 has 80
8 has 52
8 has 40
8 has 17
8 has 5
3 has 110
3 has 85
3 has 70
3 has 50
3 has 29
3 has 6
7 has 60
7 has 37
7 has 16
7 has 2
8 has 80
8 has 65
8 has 46
8 has 30
8 has 14
8 has 80
8 has 68
8 has 53
7 has 58
7 has 49
7 has 26
7 has 15
7 has 1
4 has 86
4 has 86
4 has 70
8 has 80
8 has 55
8 has 30
8 has 18
8 has 80
8 has 54
8 has 34
8 has 18
2 has 25
7 has 60
7 has 44
7 has 33
7 has 21
3 has 108
3 has 93
3 has 63
3 has 38
8 has 78
8 has 59
8 has 36
8 has 80
8 has 65
8 has 42
8 has 31
8 has 6
8 has 80
8 has 60
8 has 51
8 has 25
8 has 11
8 has 80
8 has 68
8 has 44
8 has 29
8 has 7
8 has 80
8 has 80
8 has 67
8 has 46
8 has 23
8 has 55
8 has 12
8 has 37
8 has 18
8 has 80
8 has 67
8 has 43
8 has 21
4 has 90
4 has 71
4 has 53
4 has 29
4 has 4
11 has 150
11 has 126
11 has 105
11 has 87
11 has 72
11 has 54
11 has 42
11 has 24
11 has 3
5 has 200
5 has 185
5 has 170
5 has 149
5 has 137
5 has 119
5 has 107
5 has 95
5 has 80
4 has 90
4 has 68
4 has 49
4 has 29
4 has 5
5 has 65
5 has 44
5 has 35
5 has 26
5 has 14
4 has 88
4 has 69
4 has 49
4 has 37
4 has 28
4 has 12
7 has 60
7 has 44
7 has 29
7 has 3
8 has 80
8 has 61
8 has 35
8 has 13
4 has 90
4 has 66
4 has 44
4 has 21
4 has 12
5 has 200
11 has 150
11 has 126
11 has 105
11 has 87
11 has 66
11 has 45
11 has 30
11 has 12
5 has 182
5 has 155
5 has 143
5 has 131
5 has 113
5 has 89
5 has 65
5 has 38
5 has 17
4 has 90
4 has 71
4 has 62
4 has 48
4 has 29
4 has 6
5 has 2
4 has 90
4 has 64
4 has 38
4 has 22
4 has 2
5 has 200
5 has 200
5 has 188
5 has 176
5 has 182
5 has 158
5 has 170
5 has 146
5 has 149
5 has 131
5 has 134
5 has 113
5 has 125
5 has 86
5 has 107
5 has 68
5 has 86
5 has 47
5 has 68
5 has 26
5 has 53
5 has 2
5 has 35
5 has 23
5 has 17
5 has 2
12 has 200
12 has 171
12 has 140
12 has 103
12 has 78
12 has 67
12 has 56
12 has 39
12 has 24
12 has 200
12 has 175
12 has 160
12 has 141
12 has 123
12 has 114
12 has 105
12 has 99
12 has 72
12 has 48
12 has 27
12 has 18
11 has 150
11 has 123
11 has 96
11 has 72
11 has 51
11 has 33
11 has 15
12 has 200
12 has 189
12 has 166
12 has 152
12 has 130
12 has 118
12 has 89
12 has 77
12 has 50
12 has 23
12 has 1
8 has 80
8 has 77
8 has 75
8 has 72
8 has 70
8 has 68
8 has 60
8 has 53
8 has 53
8 has 45
8 has 41
8 has 38
8 has 30
8 has 27
8 has 23
8 has 20
8 has 17
8 has 12
8 has 6
8 has 3
2 has 25
2 has 25
2 has 23
2 has 5
4 has 88
4 has 74
3 has 110
3 has 95
11 has 150
3 has 110
2 has 25
2 has 6
2 has 25
2 has 6
2 has 25
2 has 5
4 has 88
4 has 62
4 has 44
4 has 31
4 has 9
8 has 76
8 has 52
8 has 43
8 has 34
8 has 20
2 has 21
7 has 54
7 has 37
7 has 19
7 has 4
4 has 90
4 has 67
4 has 55
4 has 34
4 has 6
4 has 90
4 has 70
4 has 42
4 has 17
4 has 3
4 has 90
4 has 79
4 has 54
4 has 43
4 has 19
4 has 6
7 has 58
7 has 55
7 has 51
7 has 47
7 has 44
7 has 41
7 has 36
7 has 34
7 has 31
7 has 28
7 has 27
7 has 26
7 has 24
7 has 18
7 has 10
7 has 4
7 has 2
3 has 106
3 has 102
3 has 94
3 has 89
3 has 87
3 has 84
8 has 78
8 has 53
8 has 37
8 has 11
2 has 25
2 has 1
5 has 200
2 has 23
2 has 19
2 has 12
2 has 5
2 has 1
3 has 106
3 has 101
3 has 93
3 has 88
3 has 83
3 has 82
3 has 77
3 has 76
2 has 23
5 has 200
5 has 188
5 has 176
5 has 158
5 has 137
5 has 113
5 has 92
5 has 74
5 has 50
5 has 38
5 has 23
5 has 8
11 has 150
11 has 136
11 has 109
11 has 86
11 has 65
11 has 36
11 has 5
8 has 80
8 has 69
8 has 56
8 has 34
8 has 23
8 has 80
8 has 52
8 has 31
8 has 13
2 has 25
2 has 6
2 has 25
8 has 80
8 has 56
8 has 39
8 has 14
2 has 25
2 has 2
8 has 80
8 has 59
8 has 40
8 has 20
8 has 80
8 has 61
8 has 40
8 has 15
8 has 1
3 has 110
2 has 25
2 has 13
2 has 25
2 has 10
2 has 25
2 has 17
2 has 11
2 has 6
2 has 25
2 has 18
2 has 14
2 has 6
8 has 80
8 has 79
8 has 77
8 has 76
8 has 75
8 has 67
8 has 62
8 has 59
8 has 57
8 has 50
8 has 47
8 has 44
8 has 41
8 has 38
8 has 35
8 has 34
8 has 26
8 has 22
8 has 19
8 has 17
8 has 13
2 has 23
2 has 15
2 has 5
2 has 25
2 has 19
2 has 25
7 has 56
7 has 47
7 has 39
7 has 38
8 has 80
8 has 77
8 has 74
8 has 70
8 has 67
8 has 64
8 has 58
8 has 54
8 has 46
8 has 43
8 has 42
8 has 35
8 has 33
8 has 28
8 has 26
8 has 23
8 has 17
8 has 13
8 has 10
8 has 7
8 has 4
8 has 76
8 has 73
8 has 70
8 has 66
8 has 56
8 has 53
8 has 48
8 has 20
8 has 9
4 has 90
4 has 70
4 has 56
4 has 40
4 has 14
4 has 90
4 has 65
4 has 47
4 has 25
4 has 6
8 has 80
8 has 56
8 has 44
8 has 27
8 has 9
4 has 90
4 has 71
4 has 48
4 has 29
4 has 10
4 has 90
4 has 79
4 has 63
4 has 50
4 has 37
4 has 18
4 has 4
2 has 25
2 has 17
2 has 11
2 has 5
2 has 25
2 has 18
2 has 15
2 has 10
2 has 3
8 has 74
3 has 104
3 has 97
8 has 80
8 has 71
8 has 51
8 has 42
8 has 17
8 has 4
8 has 80
8 has 59
8 has 40
8 has 15
4 has 90
4 has 81
4 has 90
4 has 66
4 has 54
