1448027711,rat,1020,has,been,spawned,at,point:,16,206,,
1448027711,rat,1021,has,been,spawned,at,point:,15,209,,
1448027711,rat,1022,has,been,spawned,at,point:,22,213,,
1448027711,rat,1023,has,been,spawned,at,point:,17,213,,
1448027711,rat,1024,has,been,spawned,at,point:,20,210,,
1448027711,rat,1025,has,been,spawned,at,point:,10,213,,
1448027711,rat,1026,has,been,spawned,at,point:,24,206,,
1448027711,rat,1027,has,been,spawned,at,point:,11,208,,
1448027711,rat,1028,has,been,spawned,at,point:,23,213,,
1448027711,rat,1029,has,been,spawned,at,point:,16,212,,
1448027711,rat,10210,has,been,spawned,at,point:,13,208,,
1448027711,rat,10211,has,been,spawned,at,point:,13,211,,
1448027711,rat,10212,has,been,spawned,at,point:,11,210,,
1448027711,rat,10213,has,been,spawned,at,point:,22,211,,
1448027711,rat,10214,has,been,spawned,at,point:,18,214,,
1448027711,rat,10215,has,been,spawned,at,point:,20,214,,
1448027711,rat,10216,has,been,spawned,at,point:,21,208,,
1448027711,rat,10217,has,been,spawned,at,point:,18,207,,
1448027711,rat,10218,has,been,spawned,at,point:,18,211,,
1448027711,rat,10219,has,been,spawned,at,point:,13,208,,
1448027711,rat,10220,has,been,spawned,at,point:,22,214,,
1448027711,rat,10221,has,been,spawned,at,point:,18,207,,
1448027711,rat,10222,has,been,spawned,at,point:,24,213,,
1448027711,rat,10223,has,been,spawned,at,point:,22,206,,
1448027711,rat,10224,has,been,spawned,at,point:,22,210,,
1448027711,rat,10225,has,been,spawned,at,point:,12,210,,
1448027711,rat,10226,has,been,spawned,at,point:,17,212,,
1448027711,rat,10227,has,been,spawned,at,point:,20,211,,
1448027711,rat,10228,has,been,spawned,at,point:,24,209,,
1448027711,rat,10229,has,been,spawned,at,point:,14,206,,
1448027711,rat,10230,has,been,spawned,at,point:,14,212,,
1448027711,rat,10231,has,been,spawned,at,point:,18,211,,
1448027711,rat,10232,has,been,spawned,at,point:,15,207,,
1448027711,goblin,1540,has,been,spawned,at,point:,56,270,,
1448027711,goblin,1541,has,been,spawned,at,point:,52,270,,
1448027711,goblin,1542,has,been,spawned,at,point:,52,276,,
1448027711,goblin,1543,has,been,spawned,at,point:,48,271,,
1448027711,goblin,1544,has,been,spawned,at,point:,50,271,,
1448027711,goblin,1545,has,been,spawned,at,point:,55,271,,
1448027711,goblin,1546,has,been,spawned,at,point:,47,270,,
1448027711,goblin,1547,has,been,spawned,at,point:,53,272,,
1448027711,goblin,1548,has,been,spawned,at,point:,49,276,,
1448027711,goblin,1549,has,been,spawned,at,point:,56,270,,
1448027711,goblin,15410,has,been,spawned,at,point:,47,270,,
1448027711,goblin,15411,has,been,spawned,at,point:,56,274,,
1448027711,goblin,15412,has,been,spawned,at,point:,52,273,,
1448027711,goblin,15413,has,been,spawned,at,point:,47,272,,
1448027711,goblin,15414,has,been,spawned,at,point:,48,276,,
1448027711,goblin,15415,has,been,spawned,at,point:,52,276,,
1448027711,goblin,15416,has,been,spawned,at,point:,49,273,,
1448027711,goblin,15417,has,been,spawned,at,point:,53,276,,
1448027711,goblin,15418,has,been,spawned,at,point:,52,271,,
