time,prey,predator
39,97,79
39,96,79
39,95,79
39,94,79
39,93,79
39,92,79
40,91,79
40,90,79
40,89,79
40,88,79
40,87,79
40,86,79
40,85,79
40,84,79
40,83,79
40,83,78
40,83,77
40,83,76
40,83,75
40,83,74
40,83,73
40,83,72
40,83,71
40,83,70
40,83,69
40,83,68
40,83,67
40,83,66
40,83,65
40,83,64
40,83,63
40,83,62
40,83,61
40,83,60
40,83,59
40,82,59
40,81,59
40,80,59
40,79,59
40,78,59
40,77,59
40,76,59
40,75,59
41,74,59
41,73,59
41,72,59
41,71,59
41,71,58
41,71,57
41,71,56
41,71,55
41,71,54
41,70,54
41,69,54
41,68,54
41,67,54
41,66,54
41,65,54
41,64,54
41,63,54
41,62,54
42,61,54
42,60,54
42,59,54
42,59,53
42,59,52
42,59,51
42,59,50
42,59,49
42,59,48
42,59,47
42,59,46
42,58,46
42,57,46
42,56,46
42,55,46
42,54,46
42,53,46
42,52,46
43,51,46
43,50,46
43,50,45
43,50,44
43,49,44
43,48,44
43,47,44
43,46,44
43,45,44
43,44,44
43,43,44
43,42,44
43,41,44
44,41,43
44,41,42
44,41,41
44,41,40
44,40,40
45,39,40
45,38,40
45,37,40
45,36,40
45,36,39
45,36,38
45,36,37
45,36,36
45,36,35
45,36,34
45,35,34
46,34,34
46,33,34
47,32,34
47,31,34
48,31,33
49,30,33
49,30,32
50,29,32
50,29,31
51,29,30
53,29,29
53,28,29
56,29,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
56,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,29
65,30,28
65,30,27
65,30,26
65,30,25
65,30,25
65,30,25
65,29,25
65,28,25
65,27,25
65,26,25
66,26,24
66,26,23
66,26,22
66,26,21
66,25,21
66,24,21
66,23,21
66,22,21
67,22,20
67,22,19
67,22,18
67,21,18
67,20,18
67,19,18
67,18,18
67,17,18
68,16,18
68,16,17
68,16,16
68,16,15
68,15,15
69,15,14
69,14,14
69,13,14
70,12,14
70,11,14
70,11,13
70,10,13
71,9,13
71,8,13
71,8,12
71,8,11
71,8,10
72,8,9
72,8,8
75,8,7
82,9,7
82,9,8
82,10,8
82,11,8
91,10,8
91,10,7
91,10,6
91,10,5
91,9,5
92,8,5
93,7,5
93,6,5
93,5,5
94,5,4
94,5,3
97,4,3
97,4,2
97,3,2
99,3,1
117,3,0
117,2,0
118,1,0
119,0,0
