
1445967176.1273	bat 11980 has died of old age at point:36 221
1445967176.1283	bat 11981 has died of old age at point:73 124
1445967176.1288	bat 11982 has died of old age at point:55 259
1445967176.1297	bat 11983 has died of old age at point:12 213
1445967176.1301	bat 11984 has died of old age at point:14 140
1445967176.131	bat 11985 has died of old age at point:43 129
1445967176.1315	bat 12080 has died of old age at point:15 252
1445967176.1323	bat 12081 has died of old age at point:53 259
1445967176.1331	bat 12082 has died of old age at point:51 262
1445967176.134	bat 12083 has died of old age at point:13 226
1445967176.1348	bat 12084 has died of old age at point:40 280
1445967176.1352	bat 12085 has died of old age at point:55 273
1445967176.1358	skeleton 12230 has died of old age at point:35 222
1445967176.1366	skeleton 12231 has died of old age at point:22 223
1445967176.1375	skeleton 12232 has died of old age at point:76 124
1445967176.138	skeleton 12233 has died of old age at point:41 126
1445967176.1389	skeleton 12234 has died of old age at point:50 274
1445967176.1397	skeleton 12235 has died of old age at point:6 225
1445967176.1402	skeleton 12236 has died of old age at point:6 249
1445967176.141	skeleton 12237 has died of old age at point:45 140
1445967176.1415	skeleton 12238 has died of old age at point:72 227
1445967176.142	skeleton 12239 has died of old age at point:76 125
1445967176.1429	skeleton 122310 has died of old age at point:18 141
1445967176.1433	skeleton 122311 has died of old age at point:56 269
1445967176.1438	skeleton 122312 has died of old age at point:69 223
1445967176.1448	skeleton 122313 has died of old age at point:43 210
1445967176.1453	skeleton 122314 has died of old age at point:56 262
1445967202.9678	rat 1027 has died of old age at point:46 228
1445967202.9688	rat 1028 has died of old age at point:40 210
1445967202.9696	rat 1029 has died of old age at point:43 274
1445967202.97	bat 1186 has died of old age at point:14 139
1445967202.9704	bat 1286 has died of old age at point:46 271
1445967202.9709	bat 1386 has died of old age at point:14 143
1445967202.9717	goblin 15415 has died of old age at point:36 278
1445967202.9725	goblin 15416 has died of old age at point:41 144
1445967202.9733	goblin 15417 has died of old age at point:41 130
1445967202.9741	goblin 15418 has died of old age at point:47 282
1445967202.9749	goblin 15419 has died of old age at point:52 262
1445967202.9757	goblin 15420 has died of old age at point:51 266
1445967202.9765	goblin 15421 has died of old age at point:52 272
1445967202.9773	goblin 15422 has died of old age at point:18 210
1445967202.978	goblin 16415 has died of old age at point:6 245
1445967202.9788	goblin 16416 has died of old age at point:39 269
1445967202.9796	goblin 16417 has died of old age at point:55 258
1445967202.98	rat 1727 has died of old age at point:47 218
1445967202.9804	rat 1728 has died of old age at point:37 274
1445967202.9812	rat 1729 has died of old age at point:51 270
1445967202.9821	rat 1827 has died of old age at point:45 214
1445967202.9829	rat 1828 has died of old age at point:50 268
1445967202.9837	crab 1977 has died of old age at point:38 286
1445967202.9846	crab 1978 has died of old age at point:69 228
1445967202.9854	crab 11077 has died of old age at point:25 153
1445967202.9862	crab 11078 has died of old age at point:75 128
1445967202.9867	crab 11079 has died of old age at point:48 275
1445967202.9872	crab 110710 has died of old age at point:23 290
1445967202.988	crab 11177 has died of old age at point:39 124
1445967202.9889	crab 11777 has died of old age at point:14 207
1445967202.9897	crab 11778 has died of old age at point:49 293
1445967202.9906	skeleton 118315 has died of old age at point:40 216
1445967202.9911	skeleton 118316 has died of old age at point:42 125
1445967202.9918	skeleton 118317 has died of old age at point:64 291
1445967202.9927	skeleton 118318 has died of old age at point:18 139
1445967202.9935	bat 11986 has died of old age at point:16 207
1445967202.9939	bat 12086 has died of old age at point:15 143
1445967202.9948	skeleton 122315 has died of old age at point:78 128
1445967202.9957	skeleton 122316 has died of old age at point:69 222
1445967202.9965	skeleton 122317 has died of old age at point:41 122
1445967202.9969	skeleton 122318 has died of old age at point:41 280
1445967202.9977	skeleton 122319 has died of old age at point:53 262
1445967202.9985	skeleton 122320 has died of old age at point:55 263
1445967228.9538	rat 1023 has died of old age at point:42 220
1445967228.9547	bat 1181 has died of old age at point:15 214
1445967228.9555	bat 1281 has died of old age at point:54 273
1445967228.9563	rat 1723 has died of old age at point:76 223
