1445969830,Player,derek,923,is,at,point:,51,241,,,,,
1445969832,Player,Zammi,950,is,at,point:,21,204,,,,,
1445969833,Player,B77W,959,has,left,the,game,at,point:,155,286,,
1445969834,Player,BOB,820,is,at,point:,55,241,,,,,
1445969835,Player,derek,923,has,left,the,game,at,point:,127,299,,
1445969836,Player,BOB,820,is,at,point:,57,248,,,,,
1445969840,Player,Wieath,872,has,attacked,a,"mob,",player,hp:80,,,,
1445969840,Player,BOB,820,is,at,point:,56,243,,,,,
1445969841,Player,Wieath,872,has,attacked,a,"mob,",player,hp:79,,,,
1445969841,Player,Wieath,872,has,killed,rat,1321,at,point:,10,225,,
1445969843,Player,BOB,820,has,attacked,a,"mob,",player,hp:80,,,,
1445969844,Player,BOB,820,has,attacked,a,"mob,",player,hp:75,,,,
1445969844,Player,BOB,820,has,killed,rat,12021,at,point:,56,245,,
1445969844,Player,derek,923,has,left,the,game,at,point:,38,245,,
1445969845,Player,Wieath,872,has,attacked,a,"mob,",player,hp:80,,,,
1445969845,Player,B77W,959,has,left,the,game,at,point:,27,209,,
1445969846,Player,Wieath,872,has,attacked,a,"mob,",player,hp:80,,,,
1445969846,Player,Wieath,872,has,attacked,a,"mob,",player,hp:77,,,,
1445969846,Player,Wieath,872,has,killed,rat,1322,at,point:,17,223,,
1445969848,Player,derek,923,is,at,point:,40,253,,,,,
1445969849,Player,Wieath,872,is,at,point:,13,229,,,,,
1445969850,Player,Zammi,950,is,at,point:,6,192,,,,,
1445969851,Player,BOB,820,has,attacked,a,"mob,",player,hp:80,,,,
1445969851,Player,derek,923,is,at,point:,31,252,,,,,
1445969851,Player,BOB,820,has,attacked,a,"mob,",player,hp:76,,,,
1445969851,Player,BOB,820,has,killed,rat,12020,at,point:,47,252,,
1445969854,Player,derek,923,is,at,point:,28,240,,,,,
1445969855,Player,derek,923,is,at,point:,28,240,,,,,
1445969855,Player,Zammi,950,is,at,point:,14,180,,,,,
1445969855,Player,BOB,820,has,left,the,game,at,point:,127,299,,
1445969856,Player,Lazarus,796,is,at,point:,6,192,,,,,
1445969856,Player,Wieath,872,has,attacked,a,"mob,",player,hp:80,,,,
1445969856,Player,B77W,959,is,at,point:,21,204,,,,,
1445969857,Player,Wieath,872,has,attacked,a,"mob,",player,hp:80,,,,
1445969857,Player,Wieath,872,has,attacked,a,"mob,",player,hp:75,,,,
1445969857,Player,Wieath,872,has,killed,rat,12120,at,point:,21,239,,
1445969858,Player,Zammi,950,has,attacked,a,"mob,",player,hp:80,,,,
1445969892,Player,Rusty,has,logged,in,and,is,assigned,the,id,799,point:14,235
1445969910,Player,Nicey,has,logged,in,and,is,assigned,the,id,813,point:13,223
1445969916,Player,Lazarus,has,logged,in,and,is,assigned,the,id,829,point:21,211
1445969921,Player,Lazarus,829,is,at,point:,23,204,,,,,
1445969927,Player,Lazarus,829,is,at,point:,29,199,,,,,
1445969931,Player,chenzo,has,logged,in,and,is,assigned,the,id,842,point:45,211
1445969942,Player,Lazarus,829,is,at,point:,46,205,,,,,
1445969943,Player,Zero,has,logged,in,and,is,assigned,the,id,856,point:15,233
1445969946,Player,Lazarus,829,has,left,the,game,at,point:,154,143,,
1445969948,Player,chenzo,842,has,attacked,a,"mob,",player,hp:80,,,,
1445969949,Player,chenzo,842,has,attacked,a,"mob,",player,hp:73,,,,
1445969949,Player,chenzo,842,has,attacked,a,"mob,",player,hp:70,,,,
1445969950,Player,chenzo,842,has,attacked,a,"mob,",player,hp:70,,,,
1445969951,Player,chenzo,842,has,attacked,a,"mob,",player,hp:65,,,,
1445969951,Player,chenzo,842,has,killed,rat,1120,at,point:,45,207,,
1445969953,Player,BOB,has,logged,in,and,is,assigned,the,id,879,point:16,235
1445969954,Player,chenzo,842,has,attacked,a,"mob,",player,hp:68,,,,
1445969955,Player,chenzo,842,has,attacked,a,"mob,",player,hp:63,,,,
1445969956,Player,chenzo,842,has,attacked,a,"mob,",player,hp:58,,,,
1445969957,Player,chenzo,842,has,attacked,a,"mob,",player,hp:52,,,,
1445969958,Player,chenzo,842,has,attacked,a,"mob,",player,hp:45,,,,
1445969958,Player,chenzo,842,has,attacked,a,"mob,",player,hp:38,,,,
1445969959,Player,chenzo,842,has,attacked,a,"mob,",player,hp:37,,,,
1445969959,Player,chenzo,842,has,killed,rat,1121,at,point:,40,207,,
1445969960,Player,BOB,879,has,attacked,a,"mob,",player,hp:80,,,,
1445969961,Player,BOB,879,has,attacked,a,"mob,",player,hp:72,,,,
1445969961,Player,BOB,879,has,killed,rat,12121,at,point:,18,237,,
1445969964,Player,BOB,879,has,attacked,a,"mob,",player,hp:78,,,,
1445969965,Player,BOB,879,has,attacked,a,"mob,",player,hp:74,,,,
1445969965,Player,BOB,879,has,killed,rat,12120,at,point:,27,235,,
1445969965,Player,Lazarus,829,has,left,the,game,at,point:,51,205,,
1445969968,Player,Rherac,has,logged,in,and,is,assigned,the,id,905,point:41,224
1445969969,Player,Lazarus,829,has,attacked,a,"mob,",player,hp:80,,,,
1445969970,Player,Lazarus,829,has,attacked,a,"mob,",player,hp:80,,,,
